Alpaca successfully connected
Loaded preprocessed data with shape (23968830, 16)
Getting Numpy arrays from data!

| `step`: Number of samples, or total training steps, or running times of `env.step()`.
| `time`: Time spent from the start of training to this moment.
| `avgR`: Average value of cumulative rewards, which is the sum of rewards in an episode.
| `stdR`: Standard dev of cumulative rewards, which is the sum of rewards in an episode.
| `avgS`: Average of steps in an episode.
| `objC`: Objective of Critic network. Or call it loss function of critic network.
| `objA`: Objective of Actor network. It is the average Q value of the critic network.
|     step      time  |     avgR    stdR    avgS  |     objC      objA
| 8.37e+07    179670  |    -1.24    0.00   12345  |     0.62      0.49
| 8.37e+07    179712  |    -1.11    0.00   12345  |     0.33      0.45
| 8.38e+07    179754  |    -1.08    0.00   12345  |     0.45      0.46
| 8.38e+07    179796  |    -0.78    0.00   12345  |     0.39      0.43
| 8.38e+07    179839  |    -0.77    0.00   12345  |     1.10      0.43
| 8.38e+07    179880  |    -1.38    0.00   12345  |     0.84      0.43
| 8.38e+07    179923  |    -1.23    0.00   12345  |     0.44      0.47
| 8.39e+07    179966  |    -1.35    0.00   12345  |     0.66      0.44
| 8.39e+07    180009  |    -1.38    0.00   12345  |     0.66      0.42
| 8.39e+07    180050  |    -1.35    0.00   12345  |     0.00      0.51
| 8.39e+07    180092  |    -1.45    0.00   12345  |     0.00      0.46
| 8.39e+07    180134  |    -1.35    0.00   12345  |     0.00      0.45
| 8.40e+07    180177  |    -1.29    0.00   12345  |     0.00      0.44
| 8.40e+07    180218  |    -1.19    0.00   12345  |     0.00      0.46
| 8.40e+07    180260  |    -1.17    0.00   12345  |     0.52      0.51
| 8.40e+07    180303  |    -1.27    0.00   12345  |     0.12      0.39
| 8.40e+07    180344  |    -1.28    0.00   12345  |     0.18      0.44
| 8.41e+07    180386  |    -1.29    0.00   12345  |     0.20      0.45
| 8.41e+07    180428  |    -1.13    0.00   12345  |     0.14      0.39
| 8.41e+07    180469  |    -1.43    0.00   12345  |     0.28      0.49
| 8.41e+07    180511  |    -1.07    0.00   12345  |     0.12      0.46
| 8.41e+07    180554  |    -1.21    0.00   12345  |     0.08      0.43
| 8.42e+07    180596  |    -1.22    0.00   12345  |     0.00      0.47
| 8.42e+07    180639  |    -1.10    0.00   12345  |     0.00      0.46
| 8.42e+07    180683  |    -1.12    0.00   12345  |     0.00      0.46
| 8.42e+07    180725  |    -1.15    0.00   12345  |     0.00      0.46
| 8.42e+07    180767  |    -1.19    0.00   12345  |     0.00      0.46
| 8.43e+07    180810  |    -1.35    0.00   12345  |     0.00      0.46
| 8.43e+07    180854  |    -1.18    0.00   12345  |     0.00      0.46
| 8.43e+07    180896  |    -1.11    0.00   12345  |     0.00      0.47
| 8.43e+07    180938  |    -1.22    0.00   12345  |     1.28      0.51
| 8.43e+07    180981  |    -1.27    0.00   12345  |     0.27      0.43
| 8.44e+07    181023  |    -1.18    0.00   12345  |     0.52      0.48
| 8.44e+07    181065  |    -1.74    0.00   12345  |     0.34      0.44
| 8.44e+07    181107  |    -1.17    0.00   12345  |     1.62      0.42
| 8.44e+07    181149  |    -1.12    0.00   12345  |     0.63      0.45
| 8.44e+07    181191  |    -1.05    0.00   12345  |     0.53      0.45
| 8.45e+07    181233  |    -1.15    0.00   12345  |     0.34      0.44
| 8.45e+07    181276  |    -1.17    0.00   12345  |     0.28      0.43
| 8.45e+07    181319  |    -1.23    0.00   12345  |     0.43      0.43
| 8.45e+07    181363  |    -1.18    0.00   12345  |     0.36      0.48
| 8.45e+07    181407  |    -1.07    0.00   12345  |     0.22      0.45
| 8.46e+07    181450  |    -1.13    0.00   12345  |     0.34      0.44
| 8.46e+07    181493  |    -1.31    0.00   12345  |     0.60      0.42
| 8.46e+07    181535  |    -1.10    0.00   12345  |     0.79      0.40
| 8.46e+07    181576  |    -1.20    0.00   12345  |     0.80      0.43
| 8.46e+07    181618  |    -1.35    0.00   12345  |     0.39      0.47
| 8.47e+07    181660  |    -1.12    0.00   12345  |     0.68      0.44
| 8.47e+07    181702  |    -1.07    0.00   12345  |     0.57      0.43
| 8.47e+07    181746  |    -1.40    0.00   12345  |     0.00      0.51
| 8.47e+07    181788  |    -1.22    0.00   12345  |     0.00      0.46
| 8.47e+07    181829  |    -1.23    0.00   12345  |     0.00      0.46
| 8.48e+07    181871  |    -1.35    0.00   12345  |     0.00      0.46
| 8.48e+07    181914  |    -1.07    0.00   12345  |     0.05      0.48
| 8.48e+07    181955  |    -1.09    0.00   12345  |     0.59      0.50
| 8.48e+07    181997  |    -1.00    0.00   12345  |     0.22      0.45
| 8.48e+07    182041  |    -1.20    0.00   12345  |     0.14      0.46
| 8.49e+07    182083  |    -1.08    0.00   12345  |     0.22      0.44
| 8.49e+07    182126  |    -1.22    0.00   12345  |     0.16      0.39
| 8.49e+07    182168  |    -1.07    0.00   12345  |     0.31      0.49
| 8.49e+07    182210  |    -1.30    0.00   12345  |     0.07      0.41
| 8.49e+07    182253  |    -1.20    0.00   12345  |     0.11      0.44
| 8.50e+07    182294  |    -1.11    0.00   12345  |     0.00      0.47
| 8.50e+07    182337  |    -1.36    0.00   12345  |     0.00      0.46
| 8.50e+07    182380  |    -1.24    0.00   12345  |     0.00      0.46
| 8.50e+07    182422  |    -1.27    0.00   12345  |     0.00      0.46
| 8.50e+07    182464  |    -1.06    0.00   12345  |     0.00      0.47
| 8.51e+07    182506  |    -1.04    0.00   12345  |     0.00      0.46
| 8.51e+07    182548  |    -1.27    0.00   12345  |     0.00      0.46
| 8.51e+07    182593  |    -1.15    0.00   12345  |     0.00      0.47
| 8.51e+07    182637  |    -1.34    0.00   12345  |     1.04      0.52
| 8.51e+07    182679  |    -1.16    0.00   12345  |     1.01      0.50
| 8.52e+07    182720  |    -1.31    0.00   12345  |     0.63      0.46
| 8.52e+07    182762  |    -1.30    0.00   12345  |     0.23      0.42
| 8.52e+07    182804  |    -1.42    0.00   12345  |     2.55      0.44
| 8.52e+07    182847  |    -1.38    0.00   12345  |     0.63      0.46
| 8.52e+07    182888  |    -1.17    0.00   12345  |     0.45      0.43
| 8.53e+07    182930  |    -1.16    0.00   12345  |     0.41      0.44
| 8.53e+07    182973  |    -1.27    0.00   12345  |     0.42      0.43
| 8.53e+07    183014  |    -1.10    0.00   12345  |     0.42      0.42
| 8.53e+07    183056  |    -1.29    0.00   12345  |     0.18      0.42
| 8.53e+07    183098  |    -1.22    0.00   12345  |     0.17      0.39
| 8.54e+07    183140  |    -1.04    0.00   12345  |     0.42      0.48
| 8.54e+07    183181  |    -0.96    0.00   12345  |     0.77      0.41
| 8.54e+07    183224  |    -1.29    0.00   12345  |     0.66      0.43
| 8.54e+07    183265  |    -1.17    0.00   12345  |     0.67      0.42
| 8.54e+07    183307  |    -1.32    0.00   12345  |     0.92      0.54
| 8.55e+07    183349  |    -1.17    0.00   12345  |     0.53      0.46
| 8.55e+07    183391  |    -1.37    0.00   12345  |     0.49      0.41
| 8.55e+07    183434  |    -1.31    0.00   12345  |     0.00      0.50
| 8.55e+07    183476  |    -1.20    0.00   12345  |     0.00      0.46
| 8.55e+07    183518  |    -1.13    0.00   12345  |     0.00      0.45
| 8.56e+07    183560  |    -1.12    0.00   12345  |     0.00      0.46
| 8.56e+07    183604  |    -1.21    0.00   12345  |     0.19      0.43
| 8.56e+07    183646  |    -1.11    0.00   12345  |     0.31      0.43
| 8.56e+07    183688  |    -1.23    0.00   12345  |     0.34      0.45
| 8.56e+07    183730  |    -1.40    0.00   12345  |     0.09      0.44
| 8.57e+07    183771  |    -0.95    0.00   12345  |     0.18      0.45
| 8.57e+07    183813  |    -1.52    0.00   12345  |     0.18      0.42
| 8.57e+07    183856  |    -1.12    0.00   12345  |     0.13      0.40
| 8.57e+07    183898  |    -1.04    0.00   12345  |     0.12      0.43
| 8.57e+07    183942  |    -1.39    0.00   12345  |     0.09      0.44
| 8.58e+07    183985  |    -1.36    0.00   12345  |     0.00      0.46
| 8.58e+07    184029  |    -1.31    0.00   12345  |     0.00      0.46
| 8.58e+07    184073  |    -1.15    0.00   12345  |     0.00      0.45
| 8.58e+07    184116  |    -1.25    0.00   12345  |     0.00      0.46
| 8.58e+07    184158  |    -1.11    0.00   12345  |     0.00      0.47
| 8.59e+07    184200  |    -1.40    0.00   12345  |     0.00      0.46
| 8.59e+07    184243  |    -1.18    0.00   12345  |     0.00      0.46
| 8.59e+07    184285  |    -1.47    0.00   12345  |     0.00      0.46
| 8.59e+07    184328  |    -1.19    0.00   12345  |     0.72      0.46
| 8.59e+07    184370  |    -1.08    0.00   12345  |     1.49      0.46
| 8.60e+07    184412  |    -1.28    0.00   12345  |     0.35      0.41
| 8.60e+07    184454  |    -1.51    0.00   12345  |     0.18      0.42
| 8.60e+07    184496  |    -1.07    0.00   12345  |     3.86      0.44
| 8.60e+07    184538  |    -1.08    0.00   12345  |     0.58      0.43
| 8.60e+07    184579  |    -1.39    0.00   12345  |     0.46      0.43
| 8.61e+07    184622  |    -1.10    0.00   12345  |     0.38      0.44
| 8.61e+07    184664  |    -1.09    0.00   12345  |     0.47      0.42
| 8.61e+07    184706  |    -1.22    0.00   12345  |     0.52      0.43
| 8.61e+07    184748  |    -1.33    0.00   12345  |     0.29      0.47
| 8.61e+07    184790  |    -1.16    0.00   12345  |     0.25      0.43
| 8.62e+07    184833  |    -1.20    0.00   12345  |     0.56      0.45
| 8.62e+07    184874  |    -1.16    0.00   12345  |     0.76      0.40
| 8.62e+07    184916  |    -1.28    0.00   12345  |     0.64      0.43
| 8.62e+07    184959  |    -1.07    0.00   12345  |     0.49      0.42
| 8.62e+07    185001  |    -1.35    0.00   12345  |     0.89      0.55
| 8.63e+07    185043  |    -1.14    0.00   12345  |     0.66      0.47
| 8.63e+07    185085  |    -1.26    0.00   12345  |     0.56      0.41
| 8.63e+07    185129  |    -1.09    0.00   12345  |     0.00      0.47
| 8.63e+07    185171  |    -1.04    0.00   12345  |     0.00      0.47
| 8.63e+07    185214  |    -1.07    0.00   12345  |     0.00      0.47
| 8.64e+07    185258  |    -1.15    0.00   12345  |     0.00      0.46
| 8.64e+07    185301  |    -1.82    0.00   12345  |     0.28      0.42
| 8.64e+07    185344  |    -1.24    0.00   12345  |     0.27      0.43
| 8.64e+07    185386  |    -1.42    0.00   12345  |     0.23      0.47
| 8.64e+07    185429  |    -1.10    0.00   12345  |     0.16      0.51
| 8.65e+07    185471  |    -0.83    0.00   12345  |     0.17      0.45
| 8.65e+07    185513  |    -0.92    0.00   12345  |     0.20      0.45
| 8.65e+07    185556  |    -1.05    0.00   12345  |     0.11      0.41
| 8.65e+07    185599  |    -1.26    0.00   12345  |     0.19      0.45
| 8.65e+07    185641  |    -1.57    0.00   12345  |     0.11      0.46
| 8.66e+07    185684  |    -1.06    0.00   12345  |     0.00      0.48
| 8.66e+07    185726  |    -1.11    0.00   12345  |     0.00      0.48
| 8.66e+07    185769  |    -1.21    0.00   12345  |     0.00      0.48
| 8.66e+07    185811  |    -1.19    0.00   12345  |     0.00      0.48
| 8.66e+07    185853  |    -1.41    0.00   12345  |     0.00      0.48
| 8.67e+07    185896  |    -1.49    0.00   12345  |     0.00      0.48
| 8.67e+07    185938  |    -1.00    0.00   12345  |     0.00      0.48
| 8.67e+07    185980  |    -0.85    0.00   12345  |     0.00      0.47
| 8.67e+07    186022  |    -1.16    0.00   12345  |     0.61      0.46
| 8.67e+07    186064  |    -1.21    0.00   12345  |     1.03      0.45
| 8.68e+07    186106  |    -1.09    0.00   12345  |     0.33      0.44
| 8.68e+07    186149  |    -1.08    0.00   12345  |     0.35      0.43
| 8.68e+07    186191  |    -1.08    0.00   12345  |     3.79      0.43
| 8.68e+07    186233  |    -1.51    0.00   12345  |     0.79      0.47
| 8.68e+07    186276  |    -1.05    0.00   12345  |     1.29      0.56
| 8.69e+07    186319  |    -1.60    0.00   12345  |     0.55      0.47
| 8.69e+07    186363  |    -1.07    0.00   12345  |     0.54      0.40
| 8.69e+07    186406  |    -1.29    0.00   12345  |     0.68      0.46
| 8.69e+07    186449  |    -1.21    0.00   12345  |     0.30      0.48
| 8.69e+07    186492  |    -1.13    0.00   12345  |     0.70      0.48
| 8.70e+07    186534  |    -1.27    0.00   12345  |     0.69      0.45
| 8.70e+07    186577  |    -1.45    0.00   12345  |     1.00      0.47
| 8.70e+07    186621  |    -1.42    0.00   12345  |     0.62      0.43
| 8.70e+07    186664  |    -1.02    0.00   12345  |     0.63      0.42
| 8.70e+07    186707  |    -1.16    0.00   12345  |     0.51      0.47
| 8.71e+07    186749  |    -1.09    0.00   12345  |     0.91      0.46
| 8.71e+07    186791  |    -1.21    0.00   12345  |     0.60      0.41
| 8.71e+07    186834  |    -1.10    0.00   12345  |     0.00      0.49
| 8.71e+07    186878  |    -1.52    0.00   12345  |     0.00      0.45
| 8.71e+07    186920  |    -1.18    0.00   12345  |     0.00      0.45
| 8.72e+07    186963  |    -1.23    0.00   12345  |     0.00      0.46
| 8.72e+07    187004  |    -1.48    0.00   12345  |     0.29      0.43
| 8.72e+07    187048  |    -1.50    0.00   12345  |     0.23      0.42
| 8.72e+07    187090  |    -1.22    0.00   12345  |     0.13      0.44
| 8.72e+07    187133  |    -1.18    0.00   12345  |     0.16      0.51
| 8.73e+07    187177  |    -1.42    0.00   12345  |     0.18      0.45
| 8.73e+07    187220  |    -1.06    0.00   12345  |     0.20      0.44
| 8.73e+07    187261  |    -1.07    0.00   12345  |     0.11      0.42
| 8.73e+07    187304  |    -1.80    0.00   12345  |     0.27      0.51
| 8.73e+07    187346  |    -1.03    0.00   12345  |     0.16      0.46
| 8.74e+07    187389  |    -1.28    0.00   12345  |     0.00      0.48
| 8.74e+07    187431  |    -1.20    0.00   12345  |     0.00      0.47
| 8.74e+07    187475  |    -1.13    0.00   12345  |     0.00      0.48
| 8.74e+07    187518  |    -1.26    0.00   12345  |     0.00      0.48
| 8.74e+07    187562  |    -1.10    0.00   12345  |     0.00      0.48
| 8.75e+07    187605  |    -1.28    0.00   12345  |     0.00      0.48
| 8.75e+07    187648  |    -1.16    0.00   12345  |     0.00      0.49
| 8.75e+07    187692  |    -1.11    0.00   12345  |     0.00      0.48
| 8.75e+07    187735  |    -1.60    0.00   12345  |     0.64      0.47
| 8.75e+07    187777  |    -1.28    0.00   12345  |     1.06      0.48
| 8.76e+07    187819  |    -1.13    0.00   12345  |     0.47      0.45
| 8.76e+07    187861  |    -1.21    0.00   12345  |     0.47      0.42
| 8.76e+07    187904  |    -1.18    0.00   12345  |     2.92      0.40
| 8.76e+07    187948  |    -1.54    0.00   12345  |     0.71      0.48
| 8.76e+07    187991  |    -1.00    0.00   12345  |     1.01      0.58
| 8.77e+07    188034  |    -1.21    0.00   12345  |     0.66      0.48
| 8.77e+07    188077  |    -1.01    0.00   12345  |     0.49      0.40
| 8.77e+07    188119  |    -1.20    0.00   12345  |     0.87      0.46
| 8.77e+07    188161  |    -1.49    0.00   12345  |     0.29      0.44
| 8.77e+07    188203  |    -1.12    0.00   12345  |     0.71      0.49
| 8.78e+07    188245  |    -1.05    0.00   12345  |     0.71      0.45
| 8.78e+07    188288  |    -1.57    0.00   12345  |     0.98      0.48
| 8.78e+07    188331  |    -1.49    0.00   12345  |     0.68      0.43
| 8.78e+07    188373  |    -1.28    0.00   12345  |     0.90      0.45
| 8.78e+07    188415  |    -1.09    0.00   12345  |     0.53      0.46
| 8.79e+07    188458  |    -1.36    0.00   12345  |     0.99      0.46
| 8.79e+07    188501  |    -1.16    0.00   12345  |     0.54      0.40
| 8.79e+07    188544  |    -1.07    0.00   12345  |     0.00      0.49
| 8.79e+07    188588  |    -1.01    0.00   12345  |     0.00      0.47
| 8.79e+07    188631  |    -1.29    0.00   12345  |     0.00      0.46
| 8.80e+07    188673  |    -1.09    0.00   12345  |     0.00      0.46
| 8.80e+07    188715  |    -1.30    0.00   12345  |     0.29      0.42
| 8.80e+07    188758  |    -1.10    0.00   12345  |     0.19      0.41
| 8.80e+07    188801  |    -1.04    0.00   12345  |     0.16      0.45
| 8.80e+07    188843  |    -1.46    0.00   12345  |     0.13      0.45
| 8.81e+07    188886  |    -1.41    0.00   12345  |     0.14      0.45
| 8.81e+07    188929  |    -1.04    0.00   12345  |     0.13      0.43
| 8.81e+07    188971  |    -2.37    0.00   12345  |     0.09      0.40
| 8.81e+07    189014  |    -1.22    0.00   12345  |     0.61      0.54
| 8.81e+07    189056  |    -1.15    0.00   12345  |     0.12      0.47
| 8.82e+07    189098  |    -1.09    0.00   12345  |     0.00      0.34
| 8.82e+07    189140  |    -1.02    0.00   12345  |     0.00      0.49
| 8.82e+07    189182  |    -1.30    0.00   12345  |     0.00      0.48
| 8.82e+07    189225  |    -1.17    0.00   12345  |     0.00      0.48
| 8.82e+07    189267  |    -1.10    0.00   12345  |     0.00      0.48
| 8.83e+07    189309  |    -1.49    0.00   12345  |     0.00      0.50
| 8.83e+07    189351  |    -1.09    0.00   12345  |     0.00      0.50
| 8.83e+07    189394  |    -1.17    0.00   12345  |     0.00      0.50
| 8.83e+07    189436  |    -1.23    0.00   12345  |     0.95      0.48
| 8.83e+07    189480  |    -1.14    0.00   12345  |     1.52      0.54
| 8.84e+07    189525  |    -2.58    0.00   12345  |     0.37      0.45
| 8.84e+07    189567  |    -1.29    0.00   12345  |     0.34      0.42
| 8.84e+07    189609  |    -1.24    0.00   12345  |     2.39      0.43
| 8.84e+07    189651  |    -1.15    0.00   12345  |     0.73      0.46
| 8.84e+07    189695  |    -1.13    0.00   12345  |     0.31      0.45
| 8.85e+07    189738  |    -1.19    0.00   12345  |     0.71      0.47
| 8.85e+07    189780  |    -1.18    0.00   12345  |     0.48      0.42
| 8.85e+07    189823  |    -1.11    0.00   12345  |     0.59      0.46
| 8.85e+07    189867  |    -1.13    0.00   12345  |     0.40      0.49
| 8.85e+07    189909  |    -1.09    0.00   12345  |     0.36      0.45
| 8.86e+07    189951  |    -1.05    0.00   12345  |     0.68      0.44
| 8.86e+07    189993  |    -1.41    0.00   12345  |     1.33      0.43
| 8.86e+07    190035  |    -1.15    0.00   12345  |     0.76      0.46
| 8.86e+07    190078  |    -1.11    0.00   12345  |     0.75      0.45
| 8.86e+07    190121  |    -2.51    0.00   12345  |     0.60      0.43
| 8.87e+07    190164  |    -1.03    0.00   12345  |     0.90      0.46
| 8.87e+07    190207  |    -1.12    0.00   12345  |     0.44      0.46
| 8.87e+07    190250  |    -1.01    0.00   12345  |     0.00      0.50
| 8.87e+07    190294  |    -1.11    0.00   12345  |     0.00      0.46
| 8.87e+07    190336  |    -1.07    0.00   12345  |     0.00      0.46
| 8.88e+07    190378  |    -1.14    0.00   12345  |     0.00      0.47
